Faktor:3632 Corr:46.10
Pos	Time_ms	SampleAX_Out	SampleAX_Out_raw	SampleBX_Out	SampleBX_Out_raw	Encoderzähler Encoder0	Encoderzähler Encoder0_raw	Encoderzähler Encoder1	Encoderzähler Encoder1_raw
132	13.20	24.221	87969	0.000	0	-0.047	-169	-0.047	-169	
133	13.30	23.514	85403	0.000	0	-0.047	-171	-0.047	-171	
134	13.40	22.828	82910	0.000	0	-0.047	-172	-0.047	-172	
135	13.50	22.141	80417	0.000	0	-0.048	-173	-0.048	-173	
136	13.60	21.433	77843	0.000	0	-0.048	-175	-0.048	-175	
137	13.70	20.745	75345	0.000	0	-0.048	-176	-0.048	-176	
138	13.80	20.056	72842	0.000	0	-0.049	-177	-0.049	-177	
139	13.90	19.345	70261	0.000	0	-0.049	-179	-0.049	-179	
140	14.00	18.655	67755	0.000	0	-0.050	-180	-0.050	-180	
141	14.10	17.964	65246	0.000	0	-0.050	-181	-0.050	-181	
142	14.20	17.273	62734	0.000	0	-0.050	-182	-0.050	-182	
143	14.30	16.559	60144	0.000	0	-0.051	-184	-0.051	-184	
144	14.40	15.866	57627	0.000	0	-0.051	-185	-0.051	-185	
145	14.50	15.172	55105	0.000	0	-0.051	-186	-0.051	-186	
146	14.60	14.456	52505	0.000	0	-0.052	-188	-0.052	-188	
147	14.70	13.760	49977	0.000	0	-0.052	-189	-0.052	-189	
148	14.80	13.063	47446	0.000	0	-0.052	-190	-0.052	-190	
149	14.90	12.365	44909	0.000	0	-0.053	-191	-0.053	-191	
150	15.00	11.644	42291	0.000	0	-0.053	-193	-0.053	-193	
151	15.10	10.944	39747	0.000	0	-0.053	-194	-0.053	-194	
152	15.20	10.241	37197	0.000	0	-0.054	-195	-0.054	-195	
153	15.30	9.517	34566	0.000	0	-0.054	-197	-0.054	-197	
154	15.40	8.813	32008	0.000	0	-0.055	-198	-0.055	-198	
155	15.50	8.107	29446	0.000	0	-0.055	-199	-0.055	-199	
156	15.60	7.401	26879	0.000	0	-0.055	-200	-0.055	-200	
157	15.70	6.671	24230	0.000	0	-0.056	-202	-0.056	-202	
158	15.80	5.962	21654	0.000	0	-0.056	-203	-0.056	-203	
